Cust_ID,Cust_Type,Tax_ID,FirstName,LastName,MiddleName,BirthDate,Primary_Citizenship,CountryRes,EmployerName,EmployStatus,MaritalStatus,Occupation,OrgName,EmployeeIND,CustomerStatus,Address1,Address2,Address3,City,State,Zipcode,Country
140,Individual,41-5674132,Jilly,Stanners,Brigham,1976-01-06,US,US,Murazik-Renner,Employed,Widow,Account Executive,,Customer,Closed,50 Prairie Rose Way,,,Pensacola,FL,32505,US
141,Individual,93-6280228,Jonathan,Dignon,Bernarr,1981-05-28,US,US,Veum Group,Employed,Married,Quality Engineer,,Customer,Active,0411 Carberry Plaza,,,Boise,ID,83727,US
142,Individual,84-9364334,Hortensia,Paramor,Lynda,1937-09-04,US,US,,Unemployed,Widow,Cost Accountant,,Customer,Closed,4 Fieldstone Pass,,,El Paso,TX,79934,US
143,Individual,60-2329871,Delano,Weddeburn - Scrimgeour,Rhianon,1946-05-15,US,US,"Windler, Ullrich and Hilll",Employed,Single,Clinical Specialist,,Customer,Closed,3163 North Trail,,,El Paso,TX,79977,US
144,Individual,27-1225335,Lynda,Squibb,Frank,1978-04-28,US,US,Goldner Inc,Employed,Widow,Senior Cost Accountant,,Customer,Closed,7277 Schmedeman Pass,,,El Paso,TX,79940,US
145,Individual,21-3896861,Marchall,Ennever,Leon,1940-04-19,US,US,Collins and Sons,Employed,Married,Programmer III,,Customer,Active,68946 Arizona Pass,,,Birmingham,AL,35295,US
146,Individual,18-1964331,Meryl,Helling,Brigitte,1931-09-07,US,US,Bayer-Padberg,Employed,Single,Information Systems Manager,,Customer,Active,41 Springview Circle,,,Sacramento,CA,94237,US
147,Individual,74-0401885,Gal,Isakovitch,Clementine,1966-02-24,US,US,,Unemployed,Single,Analog Circuit Design manager,,Customer,Active,70425 Susan Way,,,Washington,DC,20420,US
148,Individual,43-4778053,Kennedy,Spat,Ruby,1934-11-04,US,US,"Hermann, Ebert and Casper",Employed,Widow,Software Test Engineer IV,,Customer,Active,5 Fieldstone Park,,,Charleston,SC,29424,US
149,Individual,01-2771319,Neala,Bibb,Jackie,1950-03-12,US,US,Feeney-Beahan,Employed,Single,Business Systems Development Analyst,,Customer,Closed,8 Knutson Junction,,,Reno,NV,89595,US
150,Individual,13-1819904,Jammie,Paulson,Wendall,1939-06-21,US,US,Leannon-Macejkovic,Employed,Married,Engineer I,,Customer,Closed,5 Old Shore Lane,,,Fresno,CA,93726,US
151,Individual,37-3438921,Vincenz,Loverock,Ivette,1951-02-05,US,US,,Unemployed,Single,Structural Analysis Engineer,,Customer,Closed,065 Artisan Point,,,Harrisburg,PA,17110,US
152,Individual,86-2374008,Broddy,Coppock.,Suzette,1986-05-24,US,US,"Goldner, Beahan and Feest",Employed,Single,Technical Writer,,Customer,Active,6 Heffernan Crossing,,,Johnson City,TN,37605,US
153,Individual,03-3451930,Ber,Skokoe,Ruddy,1960-06-18,US,US,Hessel LLC,Employed,Married,Pharmacist,,Customer,Active,587 Kedzie Hill,,,Arlington,VA,22234,US
154,Individual,68-4751654,Halley,de Clerq,Olvan,1932-04-15,US,US,,Unemployed,Married,Help Desk Operator,,Customer,Closed,62011 Hovde Circle,,,Jefferson City,MO,65110,US
155,Individual,13-4993683,Francyne,Beauchamp,Cathryn,1947-08-23,US,US,Schroeder-Hayes,Employed,Single,Senior Quality Engineer,,Customer,Active,31 Novick Way,,,Tulsa,OK,74193,US
156,Individual,88-4262885,Doe,Vollam,Odilia,1936-11-21,US,US,"Luettgen, Borer and Hickle",Employed,Widow,Data Coordiator,,Customer,Closed,532 Valley Edge Trail,,,Louisville,KY,40233,US
157,Individual,38-8269548,Ezri,Pennock,Eben,1977-11-15,US,US,"Witting, Hartmann and Bartoletti",Employed,Married,Technical Writer,,Customer,Active,24849 Schurz Hill,,,Saint Louis,MO,63126,US
158,Individual,26-1563733,Reinaldo,Bubb,Yolane,1973-11-05,US,US,Howell LLC,Employed,Widow,Software Consultant,,Customer,Active,38 Basil Trail,,,Pinellas Park,FL,34665,US
159,Individual,37-1451659,Veradis,Minnette,Niko,1963-05-14,US,US,,Unemployed,Married,Senior Sales Associate,,Customer,Active,42 Daystar Junction,,,Sacramento,CA,94297,US
160,Individual,44-6820513,Fairleigh,Crumbleholme,Byrom,1978-09-26,US,US,Gutkowski LLC,Employed,Married,Marketing Assistant,,Customer,Closed,577 Fisk Drive,,,Berkeley,CA,94712,US
161,Individual,28-0416427,Hatti,Siggers,Claudetta,1937-01-22,US,US,Rath-O'Keefe,Employed,Single,Nurse,,Customer,Closed,499 Sugar Crossing,,,Boise,ID,83722,US
162,Individual,38-1082720,Dell,Kiddell,Reuven,1942-03-05,US,US,,Unemployed,Married,Account Representative II,,Customer,Closed,419 Shelley Hill,,,Springfield,IL,62756,US
163,Individual,79-7033090,Dannel,Drysdale,Cassi,1939-12-27,US,US,"Rolfson, Simonis and Sawayn",Employed,Married,Account Coordinator,,Customer,Closed,331 Parkside Alley,,,Iowa City,IA,52245,US
164,Individual,87-7628027,Dorie,Baldoni,Bren,1942-10-18,US,US,"Bruen, Dooley and Barton",Employed,Widow,Software Engineer III,,Customer,Closed,1164 Eastwood Park,,,Houston,TX,77040,US
165,Individual,98-2787861,Libbey,Sprowles,Emery,1932-06-16,US,US,Cartwright LLC,Employed,Married,Environmental Tech,,Customer,Closed,55261 Welch Terrace,,,Austin,TX,78710,US
166,Individual,61-8211690,Robinet,Du Plantier,Linea,1939-11-21,US,US,Ernser and Sons,Employed,Married,Programmer Analyst I,,Customer,Active,59964 6th Avenue,,,San Jose,CA,95108,US
167,Individual,64-9237072,Marjorie,McLeman,Fleurette,1956-05-29,US,US,,Unemployed,Single,Research Assistant II,,Customer,Active,9 Duke Drive,,,Decatur,GA,30033,US
168,Individual,94-7181937,Humbert,Arbuckel,Harmon,1972-12-02,US,US,"Gutmann, Marks and Murazik",Employed,Married,Professor,,Customer,Active,822 Huxley Alley,,,Shreveport,LA,71115,US
169,Individual,62-1188410,Meryl,Andrini,Paolina,1963-09-05,US,US,,Unemployed,Single,Recruiting Manager,,Customer,Closed,31481 Monterey Junction,,,Aurora,CO,80044,US
170,Individual,83-7771103,Kerri,Cain,Lindsy,1965-08-01,US,US,Torphy-Volkman,Employed,Married,Software Consultant,,Customer,Active,3480 Crownhardt Center,,,Paterson,NJ,07505,US
171,Individual,94-2216891,Mariette,Klasing,Lew,1944-01-18,US,US,,Unemployed,Married,Help Desk Technician,,Customer,Active,1612 Westridge Road,,,New Orleans,LA,70160,US
172,Individual,78-8219004,Hildy,Todd,Nataline,1949-05-23,US,US,Boyer Inc,Employed,Married,Senior Developer,,Customer,Closed,93 Luster Road,,,Greenville,SC,29605,US
173,Individual,61-3942185,Andrej,Rosenberger,Rees,1938-12-04,US,US,"Schowalter, Homenick and Heller",Employed,Widow,Biostatistician II,,Customer,Closed,2388 Declaration Road,,,Washington,DC,20231,US
174,Individual,95-0703419,Ciro,Swash,Deena,1957-03-24,US,US,Mayer-Beatty,Employed,Single,Analog Circuit Design manager,,Customer,Active,7 Bunting Street,,,Vancouver,WA,98682,US
175,Individual,23-9653248,Kathi,Banner,Gaylene,1982-09-22,US,US,"Eichmann, Shanahan and Buckridge",Employed,Widow,Nuclear Power Engineer,,Customer,Closed,01 1st Circle,,,San Jose,CA,95155,US
176,Individual,32-7882536,Zaria,De Santos,Charissa,1983-11-20,US,US,Rodriguez Inc,Employed,Single,Junior Executive,,Customer,Closed,2 Pierstorff Court,,,Bronx,NY,10454,US
177,Individual,79-6526769,Bondie,Daughtrey,Evangelia,1958-07-24,US,US,"Keebler, Weimann and Cummings",Employed,Single,GIS Technical Architect,,Customer,Active,61426 Jenna Avenue,,,Norwalk,CT,06859,US
178,Individual,72-6662559,Elfrida,Snartt,Harry,1934-09-17,US,US,"Schaden, Herman and Jenkins",Employed,Single,Food Chemist,,Customer,Active,743 Merchant Terrace,,,Norfolk,VA,23509,US
179,Individual,86-4934019,Midge,Biernat,Poppy,1978-01-15,US,US,McKenzie and Sons,Employed,Widow,Senior Editor,,Customer,Closed,2962 Lien Parkway,,,Portland,OR,97211,US
180,Individual,15-1923430,Arne,Holliar,Mirelle,1931-08-03,US,US,"Wilderman, Jones and Boyle",Employed,Widow,Account Representative I,,Customer,Closed,11002 Sugar Pass,,,Pittsburgh,PA,15250,US
181,Individual,36-5350567,Kerstin,Blincowe,Dolorita,1969-01-27,US,US,"Homenick, Batz and Runolfsdottir",Employed,Widow,Human Resources Manager,,Customer,Closed,34 East Pass,,,Maple Plain,MN,55579,US
182,Individual,94-4275206,Clayborne,Titford,Jed,1942-09-17,US,US,"Spinka, Wunsch and Deckow",Employed,Widow,General Manager,,Customer,Closed,79703 Alpine Plaza,,,Bridgeport,CT,06673,US
183,Individual,03-1870313,Babara,Akaster,Jasen,1990-09-05,US,US,"Wuckert, Lind and Heidenreich",Employed,Married,Structural Engineer,,Customer,Active,43749 Holy Cross Junction,,,Lancaster,PA,17622,US
184,Individual,62-5511205,Mariam,Ruggiero,Adina,1960-07-01,US,US,Rohan Inc,Employed,Single,Sales Representative,,Customer,Active,01080 Cascade Crossing,,,Torrance,CA,90510,US
185,Individual,09-0534902,Jewel,Liger,Robinson,1967-10-17,US,US,,Unemployed,Single,Dental Hygienist,,Customer,Active,7284 Cascade Road,,,Syracuse,NY,13205,US
186,Individual,00-1395251,Felicio,Gunter,Henriette,1950-03-03,US,US,,Unemployed,Widow,Accountant II,,Customer,Closed,68 Lunder Alley,,,Paterson,NJ,07522,US
187,Individual,81-4029331,Ad,Claypoole,Konrad,1975-02-12,US,US,,Unemployed,Single,Junior Executive,,Customer,Active,522 Cambridge Road,,,Boise,ID,83716,US
188,Individual,28-7824119,Katusha,Okeshott,Harmonie,1946-08-10,US,US,Rolfson-Volkman,Employed,Married,Food Chemist,,Employee,Active,932 Mallard Place,,,Dayton,OH,45408,US
189,Individual,68-1225110,Lucky,Knatt,Joanne,1987-10-31,US,US,Turcotte-Buckridge,Employed,Single,Actuary,,Customer,Active,6 Loftsgordon Lane,,,Richmond,VA,23228,US
190,Individual,05-9374090,Lucinda,Djekic,Haily,1967-01-13,US,US,Ondricka Group,Employed,Widow,Quality Engineer,,Customer,Active,190 Emmet Way,,,Los Angeles,CA,90020,US
191,Individual,87-5182510,Patrice,Omand,Suki,1983-01-16,US,US,Dare-Wisoky,Employed,Widow,VP Accounting,,Customer,Closed,24 Barnett Circle,,,Boise,ID,83727,US
192,Individual,84-0824101,Celine,Metschke,Corey,1940-05-16,US,US,Koelpin-Hoppe,Employed,Single,Account Executive,,Customer,Closed,30610 Warbler Plaza,,,Washington,DC,20580,US
193,Individual,33-2630863,Michael,Arckoll,Monica,1994-03-19,US,US,Green LLC,Employed,Widow,Civil Engineer,,Customer,Closed,871 Carpenter Hill,,,San Antonio,TX,78245,US
194,Individual,29-4754874,Haywood,Coda,Margarete,1934-04-01,US,US,,Unemployed,Single,Compensation Analyst,,Customer,Active,601 Pine View Drive,,,Lexington,KY,40586,US
195,Individual,27-5971802,Dyanne,Spencers,Dur,1970-11-20,US,US,Keeling-Murray,Employed,Widow,Registered Nurse,,Customer,Closed,5 Debs Park,,,Lincoln,NE,68583,US
196,Individual,94-2667814,Gladi,Lindro,Holli,1933-02-07,US,US,"Howell, Auer and Howe",Employed,Single,Financial Analyst,,Customer,Closed,8256 Huxley Alley,,,Tulsa,OK,74184,US
197,Individual,51-8561647,Nicolina,Browning,Eugenie,1966-01-14,US,US,Johnston Inc,Employed,Widow,Web Designer III,,Customer,Closed,6 Roth Parkway,,,Cumming,GA,30130,US
198,Individual,30-8915841,Carley,Gaylor,Davide,1958-06-25,US,US,"Zieme, Swaniawski and Toy",Employed,Widow,Research Nurse,,Customer,Closed,57970 Kropf Park,,,Duluth,MN,55811,US
199,Individual,77-8109952,Lyell,Perott,Rhodie,1972-07-19,US,US,"Connelly, Johnston and Gutkowski",Employed,Single,Sales Associate,,Employee,Active,6 Canary Pass,,,Wichita,KS,67215,US
200,Individual,51-5057598,Timothy,Dorot,Carly,1933-03-31,US,US,"Jacobs, Tillman and Sawayn",Employed,Widow,Analog Circuit Design manager,,Employee,Active,81 Mcbride Junction,,,Washington,DC,20370,US
201,Individual,76-4613161,Abran,McVey,Kile,1994-05-16,US,US,Will Inc,Employed,Single,Marketing Manager,,Customer,Closed,909 Quincy Pass,,,Houston,TX,77245,US
202,Individual,87-5789850,Dorothee,Wolfarth,Gery,1943-03-11,US,US,,Unemployed,Married,Compensation Analyst,,Customer,Active,397 Sycamore Park,,,Portland,OR,97211,US
203,Individual,01-5027678,Dacie,Dumblton,Gard,1983-11-28,US,US,Prohaska-Kohler,Employed,Widow,Help Desk Technician,,Customer,Active,81310 Little Fleur Junction,,,Tulsa,OK,74133,US
204,Individual,18-9219140,Torey,Ibbott,Flossie,1948-07-16,US,US,,Unemployed,Widow,Web Designer III,,Customer,Active,4 Towne Center,,,Philadelphia,PA,19146,US
205,Individual,10-9717154,Sutton,Carnalan,Dayle,1968-09-15,US,US,Heidenreich Group,Employed,Widow,Human Resources Manager,,Customer,Closed,422 Sheridan Point,,,Minneapolis,MN,55480,US
206,Individual,59-0743920,Jessi,Erie,Tony,1964-09-05,US,US,McClure-Pagac,Employed,Widow,VP Product Management,,Customer,Closed,6931 Westerfield Pass,,,Cumming,GA,30130,US
207,Individual,07-1395511,Celeste,Teliga,Deana,1946-03-15,US,US,Bruen-Willms,Employed,Widow,Actuary,,Customer,Active,8 David Avenue,,,Columbus,OH,43210,US
208,Individual,82-3333782,Shelagh,Arpur,Adriane,1968-06-26,US,US,Hansen-Flatley,Employed,Single,VP Sales,,Customer,Closed,939 Aberg Road,,,Tempe,AZ,85284,US
209,Individual,20-6786222,Derby,Bouchier,Row,1982-10-25,US,US,,Unemployed,Widow,Civil Engineer,,Customer,Active,286 Twin Pines Pass,,,Peoria,AZ,85383,US
210,Individual,01-5100200,Pren,Hovy,Lolly,1962-11-17,US,US,Hane Group,Employed,Single,Health Coach I,,Customer,Active,8268 Farmco Plaza,,,San Antonio,TX,78215,US
211,Individual,66-6556289,Morie,Hassewell,Warden,1996-03-27,US,US,Gerhold-Koss,Employed,Married,Analyst Programmer,,Customer,Closed,02303 Victoria Road,,,Lexington,KY,40524,US
212,Individual,08-7679737,Nikolaus,Sizzey,Teodoor,1995-12-28,US,US,,Unemployed,Widow,Internal Auditor,,Customer,Active,3 Monument Way,,,Pueblo,CO,81015,US
213,Individual,53-1628926,Angel,Rackley,Gery,1949-11-26,US,US,"Cummings, Maggio and Cartwright",Employed,Married,Sales Representative,,Customer,Closed,980 Pond Circle,,,Chicago,IL,60630,US
214,Individual,79-2570762,Jedidiah,Sextie,Farlie,1991-07-22,US,US,Dibbert-Hamill,Employed,Married,Account Executive,,Customer,Closed,9 Paget Trail,,,Southfield,MI,48076,US
215,Individual,50-5356141,Amity,Huot,Rustie,1972-08-01,US,US,Nicolas LLC,Employed,Single,Administrative Assistant IV,,Customer,Closed,751 Melody Hill,,,Vero Beach,FL,32964,US
216,Individual,54-8075161,Lynde,Aspinal,Marisa,2000-02-19,US,US,"Bashirian, Moen and Muller",Employed,Married,Account Coordinator,,Customer,Closed,8573 Montana Alley,,,Lees Summit,MO,64082,US
217,Individual,16-7130990,Catharina,Exeter,Raquel,1994-01-15,US,US,Waters-Kub,Employed,Married,Structural Engineer,,Customer,Active,115 Warrior Point,,,Indianapolis,IN,46207,US
218,Individual,65-9677040,Lanie,Hadwick,Gail,1996-12-28,US,US,Feest Inc,Employed,Single,Senior Editor,,Customer,Closed,572 Ronald Regan Crossing,,,Bronx,NY,10454,US
219,Individual,18-0997052,Thatcher,Davidzon,Ester,1989-02-18,US,US,,Unemployed,Single,Recruiting Manager,,Customer,Active,4 Bunting Center,,,Duluth,GA,30096,US
220,Individual,37-7161432,Michal,Matthews,Ulberto,1973-07-29,US,US,Ferry-Beahan,Employed,Widow,Marketing Manager,,Customer,Active,38644 Evergreen Trail,,,Durham,NC,27717,US
221,Individual,33-4931670,Betteanne,Simpson,Isacco,1992-02-07,US,US,,Unemployed,Widow,Environmental Tech,,Customer,Closed,5595 Canary Hill,,,Cincinnati,OH,45228,US
222,Individual,15-6258892,Jaquelin,Longhi,Cesare,1942-07-04,US,US,Price Group,Employed,Widow,VP Sales,,Customer,Closed,0683 Farwell Hill,,,Birmingham,AL,35210,US
223,Individual,86-3961892,Ardella,Blackleech,Neal,1992-08-25,US,US,"Strosin, Kulas and Collier",Employed,Married,Account Coordinator,,Customer,Closed,78871 Tennessee Hill,,,Des Moines,IA,50320,US
224,Individual,41-7292218,Cristabel,Ivery,Eziechiele,1946-01-28,US,US,Wunsch-Hilll,Employed,Married,Senior Developer,,Customer,Closed,2 Manufacturers Way,,,San Antonio,TX,78260,US
225,Individual,62-0157854,Chrotoem,Sanbrook,Ives,1981-08-07,US,US,"Deckow, Veum and Spinka",Employed,Married,Staff Accountant III,,Customer,Active,746 Barnett Plaza,,,Austin,TX,78759,US
226,Individual,71-5829602,Bobbie,D'Agostino,Ashly,1944-07-16,US,US,VonRueden Inc,Employed,Married,Civil Engineer,,Customer,Closed,6 Springview Avenue,,,Jersey City,NJ,07310,US
227,Individual,09-3570912,Clarie,Ruslinge,Flori,1993-02-22,US,US,Rath Group,Employed,Married,Technical Writer,,Customer,Active,07 Norway Maple Terrace,,,Philadelphia,PA,19184,US
228,Individual,14-7842274,Cicely,Bygrave,Rakel,1971-09-15,US,US,Frami Group,Employed,Widow,Occupational Therapist,,Customer,Active,931 Division Junction,,,Oakland,CA,94605,US
229,Individual,25-9109460,Zita,Winnett,Alli,1955-12-06,US,US,"Borer, Weber and Mosciski",Employed,Married,General Manager,,Customer,Active,6830 Lyons Place,,,Portland,OR,97240,US
230,Individual,16-5970411,Nady,Rown,Melissa,1993-10-12,US,US,,Unemployed,Widow,Executive Secretary,,Customer,Closed,8402 Portage Terrace,,,Muskegon,MI,49444,US
231,Individual,14-0127804,Brooks,Pinkie,Rochella,1963-02-10,US,US,Upton Group,Employed,Married,Nurse Practicioner,,Customer,Active,644 Fulton Plaza,,,San Francisco,CA,94142,US
232,Individual,69-8290968,Bird,Featherstonehaugh,Torey,1939-04-05,US,US,"Gleichner, Abbott and Blick",Employed,Single,Senior Cost Accountant,,Customer,Active,9131 Armistice Hill,,,Miami,FL,33142,US
233,Individual,72-1956066,Alexandre,Sharpous,Valdemar,1988-04-18,US,US,Lebsack and Sons,Employed,Married,Assistant Professor,,Employee,Active,968 Summit Park,,,Akron,OH,44329,US
234,Individual,35-3831837,Theressa,Ianson,Kris,1968-10-13,US,US,Fisher Inc,Employed,Married,Executive Secretary,,Customer,Active,4153 Cordelia Junction,,,Vancouver,WA,98682,US
235,Individual,79-3882687,Elsey,Kennard,Whitaker,1951-04-16,US,US,Legros-Kohler,Employed,Widow,Payment Adjustment Coordinator,,Customer,Active,7146 Division Terrace,,,Brooklyn,NY,11205,US
236,Individual,14-1327076,Corri,Peverell,Fae,1994-07-05,US,US,Shields LLC,Employed,Single,Safety Technician IV,,Customer,Closed,06539 Blackbird Lane,,,Bronx,NY,10459,US
237,Individual,48-0434655,Lois,Raybould,Des,1956-07-31,US,US,Armstrong LLC,Employed,Widow,Desktop Support Technician,,Customer,Active,3 Hallows Place,,,Tulsa,OK,74170,US
238,Individual,71-3858129,Dannye,Skep,Kelila,1934-02-17,US,US,Hegmann-Schoen,Employed,Married,Associate Professor,,Customer,Closed,31157 Brickson Park Hill,,,Scottsdale,AZ,85271,US
239,Individual,27-1721050,Deeanne,Craiker,Chryste,1976-02-25,US,US,Rempel Group,Employed,Married,Compensation Analyst,,Customer,Active,237 Clarendon Plaza,,,San Jose,CA,95173,US
240,Individual,38-0592878,Manuel,Liversley,Finley,1990-10-14,US,US,Schuster and Sons,Employed,Widow,Technical Writer,,Customer,Active,97981 Fairview Lane,,,Buffalo,NY,14220,US
241,Individual,60-0248178,Kendal,Drillingcourt,Jeri,1998-12-18,US,US,Heller Group,Employed,Widow,General Manager,,Customer,Closed,6609 Rieder Crossing,,,Iowa City,IA,52245,US
242,Individual,89-8058998,Lezlie,Ellul,Loleta,1968-01-31,US,US,Senger LLC,Employed,Widow,Civil Engineer,,Customer,Active,4461 Garrison Center,,,Charleston,SC,29411,US
243,Individual,19-9947947,Renee,Doley,Timofei,1994-07-19,US,US,Parisian-Hansen,Employed,Widow,Programmer II,,Customer,Active,169 Moland Center,,,Indianapolis,IN,46207,US
244,Individual,80-7904979,Dusty,Heinonen,Breena,1963-10-07,US,US,Homenick-Baumbach,Employed,Married,Tax Accountant,,Customer,Active,27 Fisk Road,,,Kingsport,TN,37665,US
245,Individual,41-3715574,Cordell,Waterstone,Maren,1984-06-02,US,US,O'Reilly Inc,Employed,Single,Junior Executive,,Customer,Closed,20 Cherokee Circle,,,Knoxville,TN,37931,US
246,Individual,76-2754940,Jane,MacKintosh,Katya,1983-03-25,US,US,,Unemployed,Married,Paralegal,,Customer,Closed,0 Iowa Junction,,,Chicago,IL,60630,US
247,Individual,46-9940813,Ros,Francillo,Jamima,1987-05-10,US,US,Strosin-Predovic,Employed,Married,Project Manager,,Customer,Closed,5525 Kinsman Way,,,Salt Lake City,UT,84110,US
248,Individual,37-3222962,Lindsey,Fines,Tamarah,1951-02-20,US,US,,Unemployed,Single,Quality Engineer,,Customer,Active,22093 Village Green Road,,,Baltimore,MD,21275,US
249,Individual,32-2550309,Katusha,Flowers,Corinna,1967-01-24,US,US,"Lueilwitz, Lesch and Conroy",Employed,Single,Compensation Analyst,,Customer,Closed,9 Sachs Drive,,,Charleston,WV,25389,US
250,Individual,85-8684389,Hanni,Mapson,Genvieve,1954-03-31,US,US,Davis and Sons,Employed,Married,Internal Auditor,,Customer,Active,7496 Mariners Cove Way,,,Great Neck,NY,11024,US
251,Individual,97-9947749,Valina,Spurrett,Adeline,1975-06-16,US,US,"Kulas, Toy and Tromp",Employed,Married,Sales Representative,,Customer,Closed,83343 Merry Center,,,North Port,FL,34290,US
252,Individual,16-7458896,Dorthea,Looby,Burr,1932-12-23,US,US,,Unemployed,Widow,Accountant III,,Customer,Closed,43200 Browning Hill,,,Florence,SC,29505,US
253,Individual,99-2055146,Emmaline,Theriot,Cheslie,1949-09-22,US,US,Becker Group,Employed,Married,Recruiting Manager,,Customer,Active,74934 Linden Alley,,,Dallas,TX,75251,US
254,Individual,91-2694800,Wilma,Shillaker,Eamon,1957-06-07,US,US,Vandervort Group,Employed,Widow,Business Systems Development Analyst,,Customer,Closed,51 Truax Park,,,Washington,DC,20599,US
255,Individual,10-3040545,Wini,Sloan,Nancy,1978-11-08,US,US,Stehr Inc,Employed,Single,Librarian,,Customer,Closed,92565 Becker Plaza,,,Memphis,TN,38131,US
256,Individual,46-5046463,Merrili,Scurrell,Aubree,1950-11-09,US,US,"Wilkinson, Dibbert and Runolfsson",Employed,Single,Safety Technician I,,Customer,Active,60 Lakewood Gardens Lane,,,Asheville,NC,28815,US
257,Individual,89-7954664,Ive,Harkess,Lemuel,1936-04-09,US,US,Wisoky-Howell,Employed,Married,Computer Systems Analyst IV,,Customer,Closed,8 Mitchell Place,,,Charlotte,NC,28215,US
258,Individual,12-2993277,Ruby,Witherden,Terence,1934-09-07,US,US,,Unemployed,Single,VP Accounting,,Customer,Closed,2 Sachtjen Way,,,Augusta,GA,30911,US
259,Individual,46-6832460,Michal,Barff,Mord,1930-07-12,US,US,Harris-Hamill,Employed,Single,Assistant Professor,,Employee,Active,31313 Superior Center,,,Gastonia,NC,28055,US
260,Individual,30-1372039,Salome,Bengough,Hew,1994-08-04,US,US,,Unemployed,Widow,Civil Engineer,,Customer,Closed,15600 Southridge Trail,,,Oklahoma City,OK,73124,US
261,Individual,30-7344460,Claus,Licquorish,Melisandra,1988-12-01,US,US,,Unemployed,Single,Staff Accountant IV,,Customer,Closed,4377 Rieder Crossing,,,Tucson,AZ,85732,US
262,Individual,14-7630342,Sean,Findlay,Linn,1935-02-26,US,US,Bogan Group,Employed,Married,Payment Adjustment Coordinator,,Customer,Active,49 Bayside Place,,,South Bend,IN,46634,US
263,Individual,76-5973404,Tomlin,Markwelley,Eyde,1946-02-11,US,US,"Goodwin, Wilkinson and Schultz",Employed,Single,Mechanical Systems Engineer,,Customer,Active,67 Schurz Circle,,,Springfield,MO,65898,US
264,Individual,86-7750426,Tobie,Trimming,Marlo,1982-10-20,US,US,Daugherty and Sons,Employed,Widow,Media Manager II,,Customer,Active,03 Mallory Avenue,,,New York City,NY,10175,US
265,Individual,62-2164078,Darby,Kemsley,Lexie,1937-04-13,US,US,Kerluke LLC,Employed,Married,Research Assistant I,,Customer,Closed,79646 Bay Parkway,,,Los Angeles,CA,90065,US
266,Individual,61-1616742,Joete,Heustace,Janel,1941-01-19,US,US,West-Olson,Employed,Married,Speech Pathologist,,Customer,Closed,82 Springs Center,,,Omaha,NE,68134,US
267,Individual,69-0431115,Benedick,Sacher,Thorvald,1994-12-20,US,US,"Champlin, Bartell and Thompson",Employed,Married,Teacher,,Customer,Active,05522 Red Cloud Court,,,Albuquerque,NM,87190,US
268,Individual,03-7544338,Riley,Golagley,Cherida,1934-10-30,US,US,Lindgren LLC,Employed,Single,Clinical Specialist,,Customer,Closed,9 Duke Drive,,,Denver,CO,80270,US
269,Individual,22-6039909,Raddy,Thaxton,Clayborne,1930-09-04,US,US,,Unemployed,Widow,Data Coordiator,,Customer,Active,671 Linden Street,,,Savannah,GA,31410,US
270,Individual,74-6770172,Porty,Colgrave,Biron,1968-12-15,US,US,Brown Group,Employed,Single,Account Coordinator,,Customer,Closed,04 Corry Plaza,,,Los Angeles,CA,90065,US
271,Individual,01-5295739,Anatollo,Megahey,Aluin,1997-09-03,US,US,Barton LLC,Employed,Married,Paralegal,,Customer,Closed,171 Forest Run Lane,,,Philadelphia,PA,19093,US
272,Individual,04-7111385,Quentin,Whanstall,Peg,1986-08-04,US,US,Kutch-Lakin,Employed,Widow,Automation Specialist IV,,Customer,Closed,710 Summerview Point,,,Columbia,SC,29215,US
273,Individual,67-3226325,Chrissie,Losseljong,Nari,1939-03-20,US,US,,Unemployed,Single,Paralegal,,Customer,Active,530 Manufacturers Pass,,,Memphis,TN,38131,US
274,Individual,64-0389850,Cathleen,Fitchew,Bondie,1965-07-25,US,US,Kozey-Cremin,Employed,Widow,VP Sales,,Customer,Active,00 Sunfield Parkway,,,Pittsburgh,PA,15274,US
275,Individual,42-5845524,Alyda,Putson,Ebonee,1970-12-05,US,US,,Unemployed,Married,Engineer I,,Customer,Active,8062 Mockingbird Avenue,,,Lakewood,WA,98498,US
276,Individual,55-2061892,Kele,McColgan,Christyna,1998-07-24,US,US,,Unemployed,Married,Account Representative IV,,Customer,Active,0580 Delladonna Parkway,,,Minneapolis,MN,55402,US
277,Individual,59-7847283,Pegeen,Doick,Wildon,1939-02-01,US,US,,Unemployed,Widow,GIS Technical Architect,,Customer,Closed,3 Reindahl Hill,,,Erie,PA,16565,US
278,Individual,21-9101572,Waylen,Schiersch,Winslow,1986-01-23,US,US,Kuhlman Group,Employed,Single,Professor,,Customer,Closed,44387 Eagan Pass,,,Newport News,VA,23605,US
279,Individual,18-5383321,Say,Bysshe,Lotti,1930-05-26,US,US,"Pacocha, Wisozk and Rodriguez",Employed,Single,Nurse Practicioner,,Customer,Active,46 Mesta Point,,,Topeka,KS,66617,US
280,Individual,79-4283406,Nissa,Glasspool,Verile,1953-06-22,US,US,Lynch-Sporer,Employed,Widow,Teacher,,Customer,Active,567 Roxbury Center,,,Baton Rouge,LA,70820,US
281,Individual,48-3783182,Esme,Laming,Ericha,1947-05-04,US,US,"Volkman, Quitzon and Leuschke",Employed,Widow,Geological Engineer,,Customer,Closed,0 Morrow Alley,,,Davenport,IA,52809,US
